region	chr	midPos	Nsites
(61039,61496)(32060557,32159554)(32060000,32160000)	chr1	32110000	459	0.089408
(61070,61529)(32070168,32169961)(32070000,32170000)	chr1	32120000	461	0.090726
(61119,61571)(32080071,32179469)(32080000,32180000)	chr1	32130000	454	0.098565
(61156,61608)(32091479,32189847)(32090000,32190000)	chr1	32140000	454	0.097743
(61186,61645)(32100142,32199622)(32100000,32200000)	chr1	32150000	461	0.098855
(61239,61709)(32110008,32209596)(32110000,32210000)	chr1	32160000	472	0.096593
(61269,61737)(32120024,32218173)(32120000,32220000)	chr1	32170000	470	0.096580
(61322,61753)(32130425,32225922)(32130000,32230000)	chr1	32180000	433	0.095361
(61373,61767)(32141045,32239137)(32140000,32240000)	chr1	32190000	396	0.094285
(61411,61817)(32150005,32249977)(32150000,32250000)	chr1	32200000	408	0.096238
(61497,61838)(32160262,32256702)(32160000,32260000)	chr1	32210000	343	0.091636
(61530,61852)(32170026,32269872)(32170000,32270000)	chr1	32220000	324	0.092178
(61572,61875)(32180631,32278902)(32180000,32280000)	chr1	32230000	305	0.083395
(61609,61904)(32190400,32289923)(32190000,32290000)	chr1	32240000	297	0.081704
(61646,61940)(32200125,32299035)(32200000,32300000)	chr1	32250000	296	0.080862
(61710,61972)(32210148,32309548)(32210000,32310000)	chr1	32260000	264	0.088551
(61738,61988)(32220094,32319995)(32220000,32320000)	chr1	32270000	252	0.089178
(61754,62007)(32237292,32329083)(32230000,32330000)	chr1	32280000	255	0.096969
(61768,62031)(32241091,32339722)(32240000,32340000)	chr1	32290000	265	0.099402
(61818,62069)(32251086,32349332)(32250000,32350000)	chr1	32300000	253	0.096712
(61839,62088)(32260379,32359885)(32260000,32360000)	chr1	32310000	251	0.103931
(61853,62117)(32270329,32369980)(32270000,32370000)	chr1	32320000	266	0.103338
(61876,62119)(32280820,32371024)(32280000,32380000)	chr1	32330000	245	0.103083
(61905,62163)(32290154,32389878)(32290000,32390000)	chr1	32340000	260	0.103769
(61941,62209)(32300047,32399930)(32300000,32400000)	chr1	32350000	270	0.107513
(61973,62232)(32310897,32409484)(32310000,32410000)	chr1	32360000	261	0.106682
(61989,62246)(32320119,32418654)(32320000,32420000)	chr1	32370000	259	0.108556
(62008,62246)(32330518,32418654)(32330000,32430000)	chr1	32380000	240	0.105165
(62032,62273)(32340333,32439152)(32340000,32440000)	chr1	32390000	243	0.102721
(62070,62336)(32350818,32449955)(32350000,32450000)	chr1	32400000	268	0.100464
(62089,62359)(32361815,32454982)(32360000,32460000)	chr1	32410000	272	0.093889
(62118,62391)(32370647,32469764)(32370000,32470000)	chr1	32420000	275	0.089323
(62120,62407)(32380179,32478648)(32380000,32480000)	chr1	32430000	289	0.088654
(62164,62407)(32390195,32478648)(32390000,32490000)	chr1	32440000	245	0.082723
(62210,62410)(32400358,32499008)(32400000,32500000)	chr1	32450000	202	0.077573
(62233,62446)(32410104,32508992)(32410000,32510000)	chr1	32460000	215	0.071679
(62247,62470)(32433201,32519777)(32420000,32520000)	chr1	32470000	225	0.077352
(62247,62500)(32433201,32528374)(32430000,32530000)	chr1	32480000	255	0.077109
(62274,62531)(32440585,32539229)(32440000,32540000)	chr1	32490000	259	0.077490
(62337,62555)(32450315,32549740)(32450000,32550000)	chr1	32500000	220	0.077886
(62360,62599)(32465196,32559945)(32460000,32560000)	chr1	32510000	241	0.085892
(62392,62659)(32473727,32569849)(32470000,32570000)	chr1	32520000	269	0.095156
(62408,62712)(32497348,32579969)(32480000,32580000)	chr1	32530000	306	0.093121
(62408,62752)(32497348,32588715)(32490000,32590000)	chr1	32540000	346	0.089568
(62411,62752)(32500810,32588715)(32500000,32600000)	chr1	32550000	343	0.088920
(62447,62755)(32510901,32601266)(32510000,32610000)	chr1	32560000	310	0.094449
(62471,62757)(32520135,32612399)(32520000,32620000)	chr1	32570000	288	0.091049
(62501,62769)(32530632,32628836)(32530000,32630000)	chr1	32580000	270	0.091138
(62532,62792)(32540144,32639853)(32540000,32640000)	chr1	32590000	262	0.089720
(62556,62837)(32550129,32646979)(32550000,32650000)	chr1	32600000	283	0.084607
(62600,62873)(32560060,32659982)(32560000,32660000)	chr1	32610000	275	0.082166
(62660,62939)(32570134,32667488)(32570000,32670000)	chr1	32620000	281	0.086265
(62713,62968)(32580026,32679702)(32580000,32680000)	chr1	32630000	257	0.086453
(62753,63015)(32601204,32689853)(32590000,32690000)	chr1	32640000	264	0.089622
(62753,63042)(32601204,32698540)(32600000,32700000)	chr1	32650000	291	0.090057
(62756,63073)(32612371,32709677)(32610000,32710000)	chr1	32660000	319	0.086520
(62758,63076)(32627114,32711668)(32620000,32720000)	chr1	32670000	320	0.085833
(62770,63082)(32632690,32729278)(32630000,32730000)	chr1	32680000	314	0.085776
(62793,63082)(32640039,32729278)(32640000,32740000)	chr1	32690000	291	0.088248
(62838,63102)(32652159,32749924)(32650000,32750000)	chr1	32700000	266	0.095671
(62874,63121)(32660547,32757939)(32660000,32760000)	chr1	32710000	249	0.091708
(62940,63121)(32670857,32757939)(32670000,32770000)	chr1	32720000	183	0.077535
(62969,63121)(32680992,32757939)(32680000,32780000)	chr1	32730000	154	0.078364
(63016,63121)(32690070,32757939)(32690000,32790000)	chr1	32740000	107	0.075577
(63043,63121)(32700212,32757939)(32700000,32800000)	chr1	32750000	80	0.068632
(63074,63139)(32711587,32809869)(32710000,32810000)	chr1	32760000	67	0.125729
(63077,63157)(32723692,32816771)(32720000,32820000)	chr1	32770000	82	0.114910
(63083,63197)(32742823,32829760)(32730000,32830000)	chr1	32780000	116	0.104610
(63083,63236)(32742823,32839885)(32740000,32840000)	chr1	32790000	155	0.091509
(63103,63269)(32750012,32848570)(32750000,32850000)	chr1	32800000	168	0.090767
(63122,63295)(32802018,32859798)(32760000,32860000)	chr1	32810000	175	0.091812
(63122,63331)(32802018,32869639)(32770000,32870000)	chr1	32820000	211	0.090285
(63122,63361)(32802018,32879622)(32780000,32880000)	chr1	32830000	241	0.088079
(63122,63405)(32802018,32889971)(32790000,32890000)	chr1	32840000	285	0.086861
(63122,63472)(32802018,32899963)(32800000,32900000)	chr1	32850000	352	0.089180
(63140,63523)(32810139,32909495)(32810000,32910000)	chr1	32860000	385	0.077357
(63158,63549)(32820010,32919901)(32820000,32920000)	chr1	32870000	393	0.078164
(63198,63582)(32830073,32929122)(32830000,32930000)	chr1	32880000	386	0.079460
(63237,63622)(32840037,32939821)(32840000,32940000)	chr1	32890000	387	0.081783
(63270,63630)(32850242,32943461)(32850000,32950000)	chr1	32900000	362	0.080335
(63296,63638)(32860569,32953326)(32860000,32960000)	chr1	32910000	344	0.079711
(63332,63638)(32870353,32953326)(32870000,32970000)	chr1	32920000	308	0.079360
(63362,63638)(32880224,32953326)(32880000,32980000)	chr1	32930000	278	0.080174
(63406,63638)(32890033,32953326)(32890000,32990000)	chr1	32940000	234	0.080153
(63473,63640)(32900008,32999950)(32900000,33000000)	chr1	32950000	169	0.072524
(63524,63667)(32910153,33008862)(32910000,33010000)	chr1	32960000	145	0.078524
(63550,63694)(32920897,33019702)(32920000,33020000)	chr1	32970000	146	0.083168
(63583,63741)(32930859,33029995)(32930000,33030000)	chr1	32980000	160	0.082071
(63623,63804)(32940012,33039774)(32940000,33040000)	chr1	32990000	183	0.082754
(63631,63877)(32950350,33049967)(32950000,33050000)	chr1	33000000	248	0.079454
(63639,63917)(32999906,33058534)(32960000,33060000)	chr1	33010000	280	0.079283
(63639,63973)(32999906,33069703)(32970000,33070000)	chr1	33020000	336	0.080469
(63639,64017)(32999906,33079529)(32980000,33080000)	chr1	33030000	380	0.078633
(63639,64021)(32999906,33081189)(32990000,33090000)	chr1	33040000	384	0.078722
(63641,64021)(33001237,33081189)(33000000,33100000)	chr1	33050000	382	0.078728
(63668,64021)(33010208,33081189)(33010000,33110000)	chr1	33060000	355	0.077910
(63695,64021)(33020568,33081189)(33020000,33120000)	chr1	33070000	328	0.075454
(63742,64032)(33030456,33129355)(33030000,33130000)	chr1	33080000	292	0.074834
(63805,64053)(33040043,33139032)(33040000,33140000)	chr1	33090000	250	0.080011
(63878,64087)(33050168,33149997)(33050000,33150000)	chr1	33100000	211	0.098393
(63918,64119)(33060033,33159474)(33060000,33160000)	chr1	33110000	203	0.100544
(63974,64144)(33070371,33169817)(33070000,33170000)	chr1	33120000	172	0.102073
(64018,64175)(33080704,33179550)(33080000,33180000)	chr1	33130000	159	0.111931
(64022,64207)(33122751,33189993)(33090000,33190000)	chr1	33140000	187	0.115108
(64022,64263)(33122751,33198703)(33100000,33200000)	chr1	33150000	243	0.103736
(64022,64314)(33122751,33209963)(33110000,33210000)	chr1	33160000	294	0.099919
(64022,64325)(33122751,33211966)(33120000,33220000)	chr1	33170000	305	0.101359
(64033,64325)(33130096,33211966)(33130000,33230000)	chr1	33180000	294	0.102071
(64054,64325)(33140448,33211966)(33140000,33240000)	chr1	33190000	273	0.098574
(64088,64325)(33150392,33211966)(33150000,33250000)	chr1	33200000	239	0.087935
(64120,64329)(33160181,33259711)(33160000,33260000)	chr1	33210000	211	0.090696
(64145,64340)(33170580,33268880)(33170000,33270000)	chr1	33220000	197	0.091873
(64176,64356)(33180499,33279350)(33180000,33280000)	chr1	33230000	182	0.097685
(64208,64361)(33190054,33282145)(33190000,33290000)	chr1	33240000	155	0.090515
(64264,64364)(33200195,33299584)(33200000,33300000)	chr1	33250000	102	0.103810
(64315,64394)(33210096,33309388)(33210000,33310000)	chr1	33260000	81	0.102599
(64326,64414)(33250552,33317559)(33220000,33320000)	chr1	33270000	90	0.098050
(64326,64447)(33250552,33328174)(33230000,33330000)	chr1	33280000	123	0.094792
(64326,64459)(33250552,33339818)(33240000,33340000)	chr1	33290000	135	0.091254
(64326,64484)(33250552,33349608)(33250000,33350000)	chr1	33300000	160	0.088968
(64330,64491)(33262220,33351999)(33260000,33360000)	chr1	33310000	163	0.086281
(64341,64516)(33270440,33368668)(33270000,33370000)	chr1	33320000	177	0.088822
(64357,64561)(33280261,33379938)(33280000,33380000)	chr1	33330000	206	0.084731
(64362,64606)(33297069,33389935)(33290000,33390000)	chr1	33340000	246	0.084962
(64365,64620)(33300180,33396382)(33300000,33400000)	chr1	33350000	257	0.087652
(64395,64623)(33311546,33401691)(33310000,33410000)	chr1	33360000	230	0.094026
(64415,64648)(33320073,33418871)(33320000,33420000)	chr1	33370000	235	0.086400
(64448,64661)(33334342,33429145)(33330000,33430000)	chr1	33380000	215	0.091583
(64460,64662)(33340192,33431088)(33340000,33440000)	chr1	33390000	204	0.093402
(64485,64662)(33350112,33431088)(33350000,33450000)	chr1	33400000	179	0.095733
(64492,64662)(33360917,33431088)(33360000,33460000)	chr1	33410000	172	0.097903
(64517,64662)(33371540,33431088)(33370000,33470000)	chr1	33420000	147	0.096647
(64562,64663)(33380300,33473358)(33380000,33480000)	chr1	33430000	103	0.095253
(64607,64663)(33390022,33473358)(33390000,33490000)	chr1	33440000	58	0.103777
(64621,64663)(33401149,33473358)(33400000,33500000)	chr1	33450000	44	0.093521
(64624,64663)(33410139,33473358)(33410000,33510000)	chr1	33460000	41	0.075800
(64649,64663)(33424143,33473358)(33420000,33520000)	chr1	33470000	16	0.151882
(64662,64664)(33431088,33529783)(33430000,33530000)	chr1	33480000	4	0.075815
(64663,64664)(33473358,33529783)(33440000,33540000)	chr1	33490000	3	0.098751
(64663,64664)(33473358,33529783)(33450000,33550000)	chr1	33500000	3	0.098751
(64663,64671)(33473358,33559336)(33460000,33560000)	chr1	33510000	10	0.058054
(64663,64672)(33473358,33560468)(33470000,33570000)	chr1	33520000	11	0.062114
(64664,64672)(33529783,33560468)(33480000,33580000)	chr1	33530000	10	0.061262
(64664,64678)(33529783,33585750)(33490000,33590000)	chr1	33540000	16	0.058347
(64664,64680)(33529783,33594184)(33500000,33600000)	chr1	33550000	18	0.058308
(64664,64680)(33529783,33594184)(33510000,33610000)	chr1	33560000	18	0.058308
(64664,64680)(33529783,33594184)(33520000,33620000)	chr1	33570000	18	0.058308
(64665,64685)(33552933,33625273)(33530000,33630000)	chr1	33580000	22	0.058672
(64665,64685)(33552933,33625273)(33540000,33640000)	chr1	33590000	22	0.058672
(64665,64686)(33552933,33640671)(33550000,33650000)	chr1	33600000	23	0.058143
(64672,64686)(33560468,33640671)(33560000,33660000)	chr1	33610000	16	0.063314
(64673,64686)(33585324,33640671)(33570000,33670000)	chr1	33620000	15	0.060664
(64673,64688)(33585324,33672964)(33580000,33680000)	chr1	33630000	17	0.057984
(64679,64690)(33592654,33683511)(33590000,33690000)	chr1	33640000	13	0.063663
(64681,64690)(33623450,33683511)(33600000,33700000)	chr1	33650000	11	0.064666
(64681,64693)(33623450,33709324)(33610000,33710000)	chr1	33660000	14	0.058781
(64681,64696)(33623450,33718465)(33620000,33720000)	chr1	33670000	17	0.063855
(64686,64702)(33640671,33727312)(33630000,33730000)	chr1	33680000	18	0.068235
(64686,64702)(33640671,33727312)(33640000,33740000)	chr1	33690000	18	0.068235
(64687,64705)(33671423,33749319)(33650000,33750000)	chr1	33700000	20	0.072808
(64687,64705)(33671423,33749319)(33660000,33760000)	chr1	33710000	20	0.072808
(64687,64707)(33671423,33765734)(33670000,33770000)	chr1	33720000	22	0.071028
(64689,64707)(33682718,33765734)(33680000,33780000)	chr1	33730000	20	0.074437
(64691,64707)(33709215,33765734)(33690000,33790000)	chr1	33740000	18	0.073887
(64691,64707)(33709215,33765734)(33700000,33800000)	chr1	33750000	18	0.073887
(64694,64708)(33717451,33808271)(33710000,33810000)	chr1	33760000	16	0.083479
(64697,64709)(33720526,33819016)(33720000,33820000)	chr1	33770000	14	0.081168
(64703,64714)(33742903,33828688)(33730000,33830000)	chr1	33780000	13	0.062258
(64703,64720)(33742903,33837735)(33740000,33840000)	chr1	33790000	19	0.088765
(64706,64721)(33765663,33846592)(33750000,33850000)	chr1	33800000	17	0.091426
(64706,64723)(33765663,33859247)(33760000,33860000)	chr1	33810000	19	0.088174
(64708,64724)(33808271,33868063)(33770000,33870000)	chr1	33820000	18	0.089332
(64708,64750)(33808271,33879999)(33780000,33880000)	chr1	33830000	44	0.079005
(64708,64794)(33808271,33888556)(33790000,33890000)	chr1	33840000	88	0.070060
(64708,64817)(33808271,33899853)(33800000,33900000)	chr1	33850000	111	0.073378
(64709,64849)(33819016,33909621)(33810000,33910000)	chr1	33860000	142	0.071062
(64710,64883)(33821504,33919649)(33820000,33920000)	chr1	33870000	175	0.071325
(64715,64885)(33833201,33922848)(33830000,33930000)	chr1	33880000	172	0.072594
(64721,64889)(33846592,33938886)(33840000,33940000)	chr1	33890000	170	0.070941
(64722,64894)(33859056,33948151)(33850000,33950000)	chr1	33900000	174	0.070665
(64724,64897)(33868063,33958061)(33860000,33960000)	chr1	33910000	175	0.071602
(64725,64915)(33871585,33969959)(33870000,33970000)	chr1	33920000	192	0.079849
(64751,64971)(33880036,33979926)(33880000,33980000)	chr1	33930000	222	0.082845
(64795,64995)(33893085,33989882)(33890000,33990000)	chr1	33940000	202	0.087928
(64818,65007)(33901352,33998720)(33900000,34000000)	chr1	33950000	191	0.085525
(64850,65017)(33910718,34009612)(33910000,34010000)	chr1	33960000	169	0.092627
(64884,65046)(33920055,34018624)(33920000,34020000)	chr1	33970000	164	0.093879
(64886,65067)(33930022,34025546)(33930000,34030000)	chr1	33980000	183	0.096154
(64890,65103)(33942042,34039183)(33940000,34040000)	chr1	33990000	215	0.090666
(64895,65148)(33954890,34049998)(33950000,34050000)	chr1	34000000	255	0.091003
(64898,65198)(33966368,34059887)(33960000,34060000)	chr1	34010000	302	0.089619
(64916,65223)(33970010,34069207)(33970000,34070000)	chr1	34020000	309	0.082813
(64972,65274)(33980024,34079977)(33980000,34080000)	chr1	34030000	304	0.081730
(64996,65321)(33990994,34089972)(33990000,34090000)	chr1	34040000	327	0.081579
(65008,65364)(34000768,34099953)(34000000,34100000)	chr1	34050000	358	0.081989
(65018,65410)(34010192,34109776)(34010000,34110000)	chr1	34060000	394	0.085633
(65047,65453)(34020562,34119877)(34020000,34120000)	chr1	34070000	408	0.085420
(65068,65488)(34030313,34129250)(34030000,34130000)	chr1	34080000	422	0.081843
(65104,65512)(34041058,34139885)(34040000,34140000)	chr1	34090000	410	0.088435
(65149,65558)(34050050,34149944)(34050000,34150000)	chr1	34100000	411	0.086287
(65199,65603)(34060393,34159433)(34060000,34160000)	chr1	34110000	406	0.084704
(65224,65641)(34070357,34169946)(34070000,34170000)	chr1	34120000	419	0.084512
(65275,65667)(34080408,34177593)(34080000,34180000)	chr1	34130000	394	0.088573
(65322,65701)(34090028,34189781)(34090000,34190000)	chr1	34140000	381	0.094939
(65365,65777)(34100310,34199803)(34100000,34200000)	chr1	34150000	414	0.097686
(65411,65858)(34110199,34209805)(34110000,34210000)	chr1	34160000	449	0.095129
(65454,65918)(34120904,34219819)(34120000,34220000)	chr1	34170000	466	0.093540
(65489,65934)(34131242,34229629)(34130000,34230000)	chr1	34180000	447	0.097352
(65513,65947)(34140820,34239570)(34140000,34240000)	chr1	34190000	436	0.091994
(65559,65989)(34150342,34248231)(34150000,34250000)	chr1	34200000	432	0.094707
(65604,66045)(34160272,34259677)(34160000,34260000)	chr1	34210000	443	0.097376
(65642,66111)(34170059,34269924)(34170000,34270000)	chr1	34220000	471	0.094975
(65668,66196)(34183505,34279863)(34180000,34280000)	chr1	34230000	530	0.088248
(65702,66227)(34190014,34289611)(34190000,34290000)	chr1	34240000	527	0.086217
(65778,66294)(34200200,34298543)(34200000,34300000)	chr1	34250000	518	0.088966
(65859,66351)(34210054,34309992)(34210000,34310000)	chr1	34260000	494	0.089644
(65919,66420)(34220092,34319972)(34220000,34320000)	chr1	34270000	503	0.087735
(65935,66451)(34230529,34329582)(34230000,34330000)	chr1	34280000	518	0.086815
(65948,66483)(34240255,34339577)(34240000,34340000)	chr1	34290000	537	0.086464
(65990,66496)(34250225,34345208)(34250000,34350000)	chr1	34300000	508	0.087078
(66046,66503)(34260271,34359797)(34260000,34360000)	chr1	34310000	459	0.086115
(66112,66504)(34270093,34363593)(34270000,34370000)	chr1	34320000	394	0.090146
(66197,66504)(34280166,34363593)(34280000,34380000)	chr1	34330000	309	0.096147
(66228,66504)(34290334,34363593)(34290000,34390000)	chr1	34340000	278	0.093377
(66295,66512)(34300307,34399265)(34300000,34400000)	chr1	34350000	219	0.091419
(66352,66521)(34310233,34404175)(34310000,34410000)	chr1	34360000	171	0.090597
(66421,66557)(34320203,34419192)(34320000,34420000)	chr1	34370000	138	0.114374
(66452,66575)(34330502,34428929)(34330000,34430000)	chr1	34380000	125	0.110896
(66484,66618)(34340414,34437475)(34340000,34440000)	chr1	34390000	136	0.110018
(66497,66619)(34350267,34445933)(34350000,34450000)	chr1	34400000	124	0.106238
(66504,66624)(34363593,34456967)(34360000,34460000)	chr1	34410000	122	0.106475
(66505,66625)(34397179,34462836)(34370000,34470000)	chr1	34420000	122	0.107370
(66505,66639)(34397179,34479906)(34380000,34480000)	chr1	34430000	136	0.104159
(66505,66684)(34397179,34489620)(34390000,34490000)	chr1	34440000	181	0.094417
(66513,66733)(34400395,34498701)(34400000,34500000)	chr1	34450000	222	0.090795
(66522,66735)(34412856,34500093)(34410000,34510000)	chr1	34460000	215	0.086667
(66558,66735)(34420066,34500093)(34420000,34520000)	chr1	34470000	179	0.079328
(66576,66735)(34431472,34500093)(34430000,34530000)	chr1	34480000	161	0.082509
(66619,66740)(34445933,34539042)(34440000,34540000)	chr1	34490000	123	0.083449
(66620,66740)(34453502,34539042)(34450000,34550000)	chr1	34500000	122	0.083810
(66625,66754)(34462836,34559735)(34460000,34560000)	chr1	34510000	131	0.081849
(66626,66771)(34470146,34569927)(34470000,34570000)	chr1	34520000	147	0.076497
(66640,66781)(34480498,34573002)(34480000,34580000)	chr1	34530000	143	0.074369
(66685,66781)(34490228,34573002)(34490000,34590000)	chr1	34540000	98	0.078627
(66734,66781)(34500068,34573002)(34500000,34600000)	chr1	34550000	49	0.050642
(66736,66781)(34537435,34573002)(34510000,34610000)	chr1	34560000	47	0.051133
(66736,66781)(34537435,34573002)(34520000,34620000)	chr1	34570000	47	0.051133
(66736,66797)(34537435,34629806)(34530000,34630000)	chr1	34580000	63	0.050804
(66741,66798)(34553983,34633544)(34540000,34640000)	chr1	34590000	59	0.051036
(66741,66798)(34553983,34633544)(34550000,34650000)	chr1	34600000	59	0.051036
(66755,66799)(34560311,34657676)(34560000,34660000)	chr1	34610000	46	0.047232
(66772,66819)(34570642,34669542)(34570000,34670000)	chr1	34620000	49	0.066273
(66782,66848)(34626225,34679832)(34580000,34680000)	chr1	34630000	68	0.069111
(66782,66896)(34626225,34689800)(34590000,34690000)	chr1	34640000	116	0.075480
(66782,66942)(34626225,34698969)(34600000,34700000)	chr1	34650000	162	0.070082
(66782,66997)(34626225,34709813)(34610000,34710000)	chr1	34660000	217	0.066496
(66782,67071)(34626225,34719407)(34620000,34720000)	chr1	34670000	291	0.064999
(66798,67097)(34633544,34729920)(34630000,34730000)	chr1	34680000	301	0.070138
(66799,67170)(34657676,34739966)(34640000,34740000)	chr1	34690000	373	0.078971
(66799,67249)(34657676,34749612)(34650000,34750000)	chr1	34700000	452	0.076046
(66800,67294)(34661929,34759449)(34660000,34760000)	chr1	34710000	496	0.080068
(66820,67323)(34671265,34769715)(34670000,34770000)	chr1	34720000	505	0.081515
(66849,67347)(34680852,34774267)(34680000,34780000)	chr1	34730000	500	0.081646
(66897,67388)(34690211,34789827)(34690000,34790000)	chr1	34740000	493	0.081243
(66943,67451)(34704746,34799010)(34700000,34800000)	chr1	34750000	510	0.087187
(66998,67479)(34710227,34809230)(34710000,34810000)	chr1	34760000	483	0.093466
(67072,67544)(34720442,34819814)(34720000,34820000)	chr1	34770000	474	0.096713
(67098,67591)(34730018,34829981)(34730000,34830000)	chr1	34780000	495	0.102101
(67171,67633)(34740029,34839824)(34740000,34840000)	chr1	34790000	464	0.098053
(67250,67669)(34750184,34849456)(34750000,34850000)	chr1	34800000	421	0.106246
(67295,67683)(34760070,34859733)(34760000,34860000)	chr1	34810000	390	0.106731
(67324,67711)(34770193,34869879)(34770000,34870000)	chr1	34820000	389	0.105201
(67348,67755)(34782176,34879843)(34780000,34880000)	chr1	34830000	409	0.103516
(67389,67807)(34790600,34889284)(34790000,34890000)	chr1	34840000	420	0.099384
(67452,67849)(34800117,34897880)(34800000,34900000)	chr1	34850000	399	0.092897
(67480,67849)(34810372,34897880)(34810000,34910000)	chr1	34860000	371	0.090141
(67545,67894)(34820051,34919709)(34820000,34920000)	chr1	34870000	351	0.090436
(67592,67912)(34831081,34922951)(34830000,34930000)	chr1	34880000	322	0.079148
(67634,67912)(34840703,34922951)(34840000,34940000)	chr1	34890000	280	0.078574
(67670,67912)(34850580,34922951)(34850000,34950000)	chr1	34900000	244	0.073374
(67684,67934)(34860024,34959754)(34860000,34960000)	chr1	34910000	252	0.065172
(67712,67967)(34870034,34969109)(34870000,34970000)	chr1	34920000	257	0.064627
(67756,68029)(34880476,34979832)(34880000,34980000)	chr1	34930000	275	0.071427
(67808,68061)(34890396,34989301)(34890000,34990000)	chr1	34940000	255	0.089032
(67850,68066)(34910834,34990208)(34900000,35000000)	chr1	34950000	218	0.095042
(67850,68066)(34910834,34990208)(34910000,35010000)	chr1	34960000	218	0.095042
(67895,68066)(34920373,34990208)(34920000,35020000)	chr1	34970000	173	0.099963
(67913,68070)(34954421,35024151)(34930000,35030000)	chr1	34980000	159	0.102426
(67913,68072)(34954421,35039258)(34940000,35040000)	chr1	34990000	161	0.102468
(67913,68074)(34954421,35049283)(34950000,35050000)	chr1	35000000	163	0.101705
(67935,68095)(34960264,35059890)(34960000,35060000)	chr1	35010000	162	0.106134
(67968,68163)(34970417,35069567)(34970000,35070000)	chr1	35020000	197	0.096665
(68030,68221)(34980106,35077328)(34980000,35080000)	chr1	35030000	193	0.083674
(68062,68274)(34990080,35089859)(34990000,35090000)	chr1	35040000	214	0.065001
(68067,68336)(35020249,35099825)(35000000,35100000)	chr1	35050000	271	0.064545
(68067,68355)(35020249,35108315)(35010000,35110000)	chr1	35060000	290	0.064767
(68067,68361)(35020249,35117993)(35020000,35120000)	chr1	35070000	296	0.067360
(68071,68381)(35039082,35129922)(35030000,35130000)	chr1	35080000	312	0.069222
(68073,68391)(35041769,35139042)(35040000,35140000)	chr1	35090000	320	0.069269
(68075,68405)(35052058,35149143)(35050000,35150000)	chr1	35100000	332	0.072125
(68096,68430)(35060031,35159632)(35060000,35160000)	chr1	35110000	336	0.070727
(68164,68467)(35070541,35169945)(35070000,35170000)	chr1	35120000	305	0.077941
(68222,68520)(35082086,35179645)(35080000,35180000)	chr1	35130000	300	0.085325
(68275,68576)(35090073,35189546)(35090000,35190000)	chr1	35140000	303	0.095096
(68337,68598)(35100986,35199825)(35100000,35200000)	chr1	35150000	263	0.102819
(68356,68644)(35110262,35209761)(35110000,35210000)	chr1	35160000	290	0.100179
(68362,68694)(35120367,35219569)(35120000,35220000)	chr1	35170000	334	0.094454
(68382,68751)(35130163,35229948)(35130000,35230000)	chr1	35180000	371	0.092683
(68392,68779)(35140263,35238284)(35140000,35240000)	chr1	35190000	389	0.095862
(68406,68811)(35151402,35249956)(35150000,35250000)	chr1	35200000	407	0.093727
(68431,68872)(35160602,35259865)(35160000,35260000)	chr1	35210000	443	0.096669
(68468,68932)(35170415,35269774)(35170000,35270000)	chr1	35220000	466	0.092847
(68521,68995)(35180323,35279781)(35180000,35280000)	chr1	35230000	476	0.094126
(68577,69075)(35190051,35288898)(35190000,35290000)	chr1	35240000	500	0.092072
(68599,69102)(35200466,35299387)(35200000,35300000)	chr1	35250000	505	0.092836
(68645,69135)(35210993,35309665)(35210000,35310000)	chr1	35260000	492	0.095627
(68695,69188)(35221026,35319605)(35220000,35320000)	chr1	35270000	495	0.094649
(68752,69276)(35230032,35329611)(35230000,35330000)	chr1	35280000	526	0.094161
(68780,69340)(35240263,35339918)(35240000,35340000)	chr1	35290000	562	0.094159
(68812,69404)(35250129,35349879)(35250000,35350000)	chr1	35300000	594	0.091741
(68873,69476)(35260044,35359734)(35260000,35360000)	chr1	35310000	605	0.087281
(68933,69528)(35270028,35369812)(35270000,35370000)	chr1	35320000	597	0.085219
(68996,69598)(35280026,35379996)(35280000,35380000)	chr1	35330000	604	0.079396
(69076,69649)(35290408,35389689)(35290000,35390000)	chr1	35340000	575	0.074709
(69103,69702)(35300579,35399619)(35300000,35400000)	chr1	35350000	601	0.073271
(69136,69749)(35310104,35409810)(35310000,35410000)	chr1	35360000	615	0.073828
(69189,69830)(35320611,35419924)(35320000,35420000)	chr1	35370000	643	0.073508
(69277,69875)(35330188,35429590)(35330000,35430000)	chr1	35380000	600	0.073257
(69341,69923)(35340101,35439788)(35340000,35440000)	chr1	35390000	584	0.070256
(69405,70000)(35350512,35449997)(35350000,35450000)	chr1	35400000	597	0.072464
(69477,70082)(35360005,35459889)(35360000,35460000)	chr1	35410000	607	0.075315
(69529,70143)(35370011,35469711)(35370000,35470000)	chr1	35420000	616	0.076390
(69599,70182)(35380107,35479239)(35380000,35480000)	chr1	35430000	585	0.081533
(69650,70223)(35391751,35489787)(35390000,35490000)	chr1	35440000	575	0.082366
(69703,70286)(35400224,35499873)(35400000,35500000)	chr1	35450000	585	0.081481
(69750,70367)(35410256,35509586)(35410000,35510000)	chr1	35460000	619	0.078701
(69831,70432)(35420485,35519922)(35420000,35520000)	chr1	35470000	603	0.080680
(69876,70470)(35430873,35529484)(35430000,35530000)	chr1	35480000	596	0.078249
(69924,70505)(35440678,35539547)(35440000,35540000)	chr1	35490000	583	0.076903
(70001,70525)(35450358,35549908)(35450000,35550000)	chr1	35500000	526	0.074846
(70083,70569)(35460292,35559597)(35460000,35560000)	chr1	35510000	488	0.076806
