region	chr	midPos	Nsites
(15037,15052)(7730938,7816931)(7720000,7820000)	chr10	7770000	17	0.124527
(15037,15054)(7730938,7820825)(7730000,7830000)	chr10	7780000	19	0.115064
(15043,15057)(7764577,7836293)(7740000,7840000)	chr10	7790000	16	0.114774
(15043,15061)(7764577,7847292)(7750000,7850000)	chr10	7800000	20	0.113263
(15043,15064)(7764577,7858594)(7760000,7860000)	chr10	7810000	23	0.112405
(15044,15064)(7774507,7858594)(7770000,7870000)	chr10	7820000	22	0.110973
(15047,15064)(7781474,7858594)(7780000,7880000)	chr10	7830000	19	0.109195
(15049,15064)(7802221,7858594)(7790000,7890000)	chr10	7840000	17	0.109043
(15049,15064)(7802221,7858594)(7800000,7900000)	chr10	7850000	17	0.109043
(15050,15064)(7813163,7858594)(7810000,7910000)	chr10	7860000	16	0.105909
(15053,15064)(7820502,7858594)(7820000,7920000)	chr10	7870000	13	0.090502
(15055,15064)(7834119,7858594)(7830000,7930000)	chr10	7880000	11	0.101511
(15058,15064)(7840893,7858594)(7840000,7940000)	chr10	7890000	8	0.107284
(15062,15064)(7856575,7858594)(7850000,7950000)	chr10	7900000	4	0.106889
(15065,15076)(7957000,7958034)(7860000,7960000)	chr10	7910000	13	0.032705
(15065,15076)(7957000,7958034)(7870000,7970000)	chr10	7920000	13	0.032705
(15065,15076)(7957000,7958034)(7880000,7980000)	chr10	7930000	13	0.032705
(15065,15076)(7957000,7958034)(7890000,7990000)	chr10	7940000	13	0.032705
(15065,15076)(7957000,7958034)(7900000,8000000)	chr10	7950000	13	0.032705
(15065,15077)(7957000,8003554)(7910000,8010000)	chr10	7960000	14	0.034372
(15065,15077)(7957000,8003554)(7920000,8020000)	chr10	7970000	14	0.034372
(15065,15077)(7957000,8003554)(7930000,8030000)	chr10	7980000	14	0.034372
(15065,15077)(7957000,8003554)(7940000,8040000)	chr10	7990000	14	0.034372
(15065,15077)(7957000,8003554)(7950000,8050000)	chr10	8000000	14	0.034372
(15077,15078)(8003554,8054801)(7960000,8060000)	chr10	8010000	3	0.045424
(15077,15078)(8003554,8054801)(7970000,8070000)	chr10	8020000	3	0.045424
(15077,15078)(8003554,8054801)(7980000,8080000)	chr10	8030000	3	0.045424
(15077,15078)(8003554,8054801)(7990000,8090000)	chr10	8040000	3	0.045424
(15077,15078)(8003554,8054801)(8000000,8100000)	chr10	8050000	3	0.045424
(15078,15078)(8054801,8054801)(8010000,8110000)	chr10	8060000	2	0.038151
(15078,15078)(8054801,8054801)(8020000,8120000)	chr10	8070000	2	0.038151
(15078,15078)(8054801,8054801)(8030000,8130000)	chr10	8080000	2	0.038151
(15078,15078)(8054801,8054801)(8040000,8140000)	chr10	8090000	2	0.038151
(15078,15078)(8054801,8054801)(8050000,8150000)	chr10	8100000	2	0.038151
(15079,15099)(8151009,8157368)(8060000,8160000)	chr10	8110000	22	0.025460
(15079,15099)(8151009,8157368)(8070000,8170000)	chr10	8120000	22	0.025460
(15079,15099)(8151009,8157368)(8080000,8180000)	chr10	8130000	22	0.025460
(15079,15099)(8151009,8157368)(8090000,8190000)	chr10	8140000	22	0.025460
(15079,15106)(8151009,8196656)(8100000,8200000)	chr10	8150000	29	0.034815
(15079,15111)(8151009,8202067)(8110000,8210000)	chr10	8160000	34	0.037841
(15079,15123)(8151009,8218892)(8120000,8220000)	chr10	8170000	46	0.047746
(15079,15160)(8151009,8229133)(8130000,8230000)	chr10	8180000	83	0.044891
(15079,15177)(8151009,8234296)(8140000,8240000)	chr10	8190000	100	0.049909
(15079,15190)(8151009,8248675)(8150000,8250000)	chr10	8200000	113	0.047126
(15100,15199)(8192835,8259049)(8160000,8260000)	chr10	8210000	101	0.050867
(15100,15206)(8192835,8267840)(8170000,8270000)	chr10	8220000	108	0.051267
(15100,15206)(8192835,8267840)(8180000,8280000)	chr10	8230000	108	0.051267
(15100,15207)(8192835,8286852)(8190000,8290000)	chr10	8240000	109	0.051510
(15107,15210)(8201020,8296784)(8200000,8300000)	chr10	8250000	105	0.051220
(15112,15225)(8211457,8305928)(8210000,8310000)	chr10	8260000	115	0.051264
(15124,15246)(8221460,8315569)(8220000,8320000)	chr10	8270000	124	0.047059
(15161,15261)(8231102,8329657)(8230000,8330000)	chr10	8280000	102	0.054962
(15178,15325)(8244245,8337142)(8240000,8340000)	chr10	8290000	149	0.049135
(15191,15325)(8250490,8337142)(8250000,8350000)	chr10	8300000	136	0.051291
(15200,15338)(8263858,8351376)(8260000,8360000)	chr10	8310000	140	0.058467
(15207,15340)(8286852,8365613)(8270000,8370000)	chr10	8320000	135	0.058161
(15207,15407)(8286852,8379929)(8280000,8380000)	chr10	8330000	202	0.067180
(15208,15418)(8290497,8381982)(8290000,8390000)	chr10	8340000	212	0.065671
(15211,15418)(8304397,8381982)(8300000,8400000)	chr10	8350000	209	0.065690
(15226,15420)(8310440,8403327)(8310000,8410000)	chr10	8360000	196	0.068028
(15247,15439)(8321181,8419832)(8320000,8420000)	chr10	8370000	194	0.071393
(15262,15466)(8332519,8428173)(8330000,8430000)	chr10	8380000	206	0.072033
(15326,15476)(8350532,8439808)(8340000,8440000)	chr10	8390000	152	0.081490
(15326,15490)(8350532,8449406)(8350000,8450000)	chr10	8400000	166	0.086059
(15339,15526)(8361774,8458679)(8360000,8460000)	chr10	8410000	189	0.082283
(15341,15526)(8372814,8458679)(8370000,8470000)	chr10	8420000	187	0.082804
(15408,15530)(8380070,8473748)(8380000,8480000)	chr10	8430000	124	0.082304
(15419,15530)(8402989,8473748)(8390000,8490000)	chr10	8440000	113	0.086222
(15419,15530)(8402989,8473748)(8400000,8500000)	chr10	8450000	113	0.086222
(15421,15530)(8413359,8473748)(8410000,8510000)	chr10	8460000	111	0.084272
(15440,15530)(8420005,8473748)(8420000,8520000)	chr10	8470000	92	0.087101
(15467,15530)(8431975,8473748)(8430000,8530000)	chr10	8480000	65	0.088775
(15477,15530)(8441774,8473748)(8440000,8540000)	chr10	8490000	55	0.097427
(15491,15531)(8450177,8549575)(8450000,8550000)	chr10	8500000	42	0.083835
(15527,15532)(8470908,8552960)(8460000,8560000)	chr10	8510000	7	0.100017
(15527,15549)(8470908,8568360)(8470000,8570000)	chr10	8520000	24	0.047638
(15531,15549)(8549575,8568360)(8480000,8580000)	chr10	8530000	20	0.032683
(15531,15549)(8549575,8568360)(8490000,8590000)	chr10	8540000	20	0.032683
(15531,15549)(8549575,8568360)(8500000,8600000)	chr10	8550000	20	0.032683
(15531,15549)(8549575,8568360)(8510000,8610000)	chr10	8560000	20	0.032683
(15531,15549)(8549575,8568360)(8520000,8620000)	chr10	8570000	20	0.032683
(15531,15549)(8549575,8568360)(8530000,8630000)	chr10	8580000	20	0.032683
(15531,15549)(8549575,8568360)(8540000,8640000)	chr10	8590000	20	0.032683
(15532,15549)(8552960,8568360)(8550000,8650000)	chr10	8600000	19	0.030586
(15533,15549)(8564352,8568360)(8560000,8660000)	chr10	8610000	18	0.030161
(15550,15550)(8874366,8874366)(8780000,8880000)	chr10	8830000	2	0.138037
(15550,15550)(8874366,8874366)(8790000,8890000)	chr10	8840000	2	0.138037
(15550,15560)(8874366,8899830)(8800000,8900000)	chr10	8850000	12	0.057540
(15550,15567)(8874366,8908436)(8810000,8910000)	chr10	8860000	19	0.068141
(15550,15569)(8874366,8911718)(8820000,8920000)	chr10	8870000	21	0.068817
(15550,15569)(8874366,8911718)(8830000,8930000)	chr10	8880000	21	0.068817
(15550,15571)(8874366,8935561)(8840000,8940000)	chr10	8890000	23	0.066478
(15550,15571)(8874366,8935561)(8850000,8950000)	chr10	8900000	23	0.066478
(15550,15580)(8874366,8959935)(8860000,8960000)	chr10	8910000	32	0.066160
(15550,15628)(8874366,8967014)(8870000,8970000)	chr10	8920000	80	0.063757
(15551,15628)(8892174,8967014)(8880000,8980000)	chr10	8930000	79	0.062713
(15551,15628)(8892174,8967014)(8890000,8990000)	chr10	8940000	79	0.062713
(15561,15628)(8905639,8967014)(8900000,9000000)	chr10	8950000	69	0.064835
(15568,15636)(8911188,9009636)(8910000,9010000)	chr10	8960000	70	0.062354
(15570,15636)(8935511,9009636)(8920000,9020000)	chr10	8970000	68	0.061957
(15570,15636)(8935511,9009636)(8930000,9030000)	chr10	8980000	68	0.061957
(15572,15640)(8957262,9031217)(8940000,9040000)	chr10	8990000	70	0.061394
(15572,15643)(8957262,9049921)(8950000,9050000)	chr10	9000000	73	0.063436
(15581,15653)(8960013,9059352)(8960000,9060000)	chr10	9010000	74	0.066673
(15629,15655)(9004567,9069708)(8970000,9070000)	chr10	9020000	28	0.072872
(15629,15659)(9004567,9073281)(8980000,9080000)	chr10	9030000	32	0.069738
(15629,15725)(9004567,9089904)(8990000,9090000)	chr10	9040000	98	0.054996
(15629,15753)(9004567,9095207)(9000000,9100000)	chr10	9050000	126	0.055349
(15637,15760)(9030523,9105062)(9010000,9110000)	chr10	9060000	125	0.057846
(15637,15760)(9030523,9105062)(9020000,9120000)	chr10	9070000	125	0.057846
(15637,15762)(9030523,9126778)(9030000,9130000)	chr10	9080000	127	0.058029
(15641,15776)(9040218,9137268)(9040000,9140000)	chr10	9090000	137	0.060208
(15644,15795)(9050015,9149920)(9050000,9150000)	chr10	9100000	153	0.058439
(15654,15835)(9069642,9159709)(9060000,9160000)	chr10	9110000	183	0.056021
(15656,15863)(9071256,9167487)(9070000,9170000)	chr10	9120000	209	0.057987
(15660,15871)(9082174,9179743)(9080000,9180000)	chr10	9130000	213	0.058149
(15726,15879)(9090157,9187336)(9090000,9190000)	chr10	9140000	155	0.063422
(15754,15886)(9100126,9194280)(9100000,9200000)	chr10	9150000	134	0.064028
(15761,15889)(9126268,9208361)(9110000,9210000)	chr10	9160000	130	0.061130
(15761,15889)(9126268,9208361)(9120000,9220000)	chr10	9170000	130	0.061130
(15763,15889)(9130745,9208361)(9130000,9230000)	chr10	9180000	128	0.061008
(15777,15889)(9143343,9208361)(9140000,9240000)	chr10	9190000	114	0.059369
(15796,15890)(9150634,9247602)(9150000,9250000)	chr10	9200000	96	0.060517
(15836,15908)(9160955,9259498)(9160000,9260000)	chr10	9210000	74	0.061352
(15864,15909)(9170111,9265177)(9170000,9270000)	chr10	9220000	47	0.055920
(15872,15929)(9180193,9279979)(9180000,9280000)	chr10	9230000	59	0.054813
(15880,15930)(9190240,9289502)(9190000,9290000)	chr10	9240000	52	0.052179
(15887,15942)(9203478,9299301)(9200000,9300000)	chr10	9250000	57	0.053678
(15890,15949)(9247602,9306913)(9210000,9310000)	chr10	9260000	61	0.053920
(15890,15949)(9247602,9306913)(9220000,9320000)	chr10	9270000	61	0.053920
(15890,15957)(9247602,9326224)(9230000,9330000)	chr10	9280000	69	0.059267
(15890,15957)(9247602,9326224)(9240000,9340000)	chr10	9290000	69	0.059267
(15891,15957)(9251596,9326224)(9250000,9350000)	chr10	9300000	68	0.059258
(15909,15959)(9265177,9356644)(9260000,9360000)	chr10	9310000	52	0.061393
(15910,15963)(9272419,9360455)(9270000,9370000)	chr10	9320000	55	0.060895
(15930,15963)(9289502,9360455)(9280000,9380000)	chr10	9330000	35	0.064665
(15931,15966)(9293951,9381722)(9290000,9390000)	chr10	9340000	37	0.064236
(15943,15995)(9302323,9399869)(9300000,9400000)	chr10	9350000	54	0.057743
(15950,16040)(9321968,9409950)(9310000,9410000)	chr10	9360000	92	0.062236
(15950,16104)(9321968,9419912)(9320000,9420000)	chr10	9370000	156	0.061842
(15958,16161)(9356624,9429986)(9330000,9430000)	chr10	9380000	205	0.059582
(15958,16221)(9356624,9439787)(9340000,9440000)	chr10	9390000	265	0.059285
(15958,16264)(9356624,9449928)(9350000,9450000)	chr10	9400000	308	0.060184
(15960,16286)(9360348,9454444)(9360000,9460000)	chr10	9410000	328	0.059004
(15964,16296)(9381645,9466842)(9370000,9470000)	chr10	9420000	334	0.059169
(15964,16301)(9381645,9478325)(9380000,9480000)	chr10	9430000	339	0.059325
(15967,16327)(9390157,9488884)(9390000,9490000)	chr10	9440000	362	0.059596
(15996,16334)(9400026,9499365)(9400000,9500000)	chr10	9450000	340	0.060795
(16041,16374)(9410184,9509800)(9410000,9510000)	chr10	9460000	335	0.058185
(16105,16375)(9420270,9511642)(9420000,9520000)	chr10	9470000	272	0.057660
(16162,16375)(9430369,9511642)(9430000,9530000)	chr10	9480000	215	0.057368
(16222,16375)(9440138,9511642)(9440000,9540000)	chr10	9490000	155	0.057020
(16265,16375)(9450089,9511642)(9450000,9550000)	chr10	9500000	112	0.053708
(16287,16375)(9461451,9511642)(9460000,9560000)	chr10	9510000	90	0.057036
(16297,16375)(9476814,9511642)(9470000,9570000)	chr10	9520000	80	0.056489
(16302,16375)(9480336,9511642)(9480000,9580000)	chr10	9530000	75	0.055601
(16328,16380)(9490223,9584315)(9490000,9590000)	chr10	9540000	54	0.050776
(16335,16386)(9500697,9597531)(9500000,9600000)	chr10	9550000	53	0.052482
(16375,16423)(9511642,9609993)(9510000,9610000)	chr10	9560000	50	0.073227
(16376,16472)(9581771,9617517)(9520000,9620000)	chr10	9570000	98	0.082449
(16376,16511)(9581771,9629984)(9530000,9630000)	chr10	9580000	137	0.075114
(16376,16558)(9581771,9639828)(9540000,9640000)	chr10	9590000	184	0.073460
(16376,16583)(9581771,9648900)(9550000,9650000)	chr10	9600000	209	0.073986
(16376,16586)(9581771,9657797)(9560000,9660000)	chr10	9610000	212	0.073890
(16376,16598)(9581771,9669537)(9570000,9670000)	chr10	9620000	224	0.073294
(16376,16621)(9581771,9679786)(9580000,9680000)	chr10	9630000	247	0.073607
(16381,16654)(9592177,9689823)(9590000,9690000)	chr10	9640000	275	0.071149
(16387,16660)(9600286,9698426)(9600000,9700000)	chr10	9650000	275	0.071511
(16424,16682)(9610042,9706302)(9610000,9710000)	chr10	9660000	260	0.075378
(16473,16682)(9626744,9706302)(9620000,9720000)	chr10	9670000	211	0.071363
(16512,16682)(9630278,9706302)(9630000,9730000)	chr10	9680000	172	0.074745
(16559,16682)(9640387,9706302)(9640000,9740000)	chr10	9690000	125	0.077009
(16584,16682)(9650199,9706302)(9650000,9750000)	chr10	9700000	100	0.076787
(16587,16682)(9662592,9706302)(9660000,9760000)	chr10	9710000	97	0.077073
(16599,16682)(9670505,9706302)(9670000,9770000)	chr10	9720000	85	0.079032
(16622,16682)(9680239,9706302)(9680000,9780000)	chr10	9730000	62	0.079970
(16655,16687)(9697823,9782318)(9690000,9790000)	chr10	9740000	34	0.101696
(16661,16706)(9700438,9798854)(9700000,9800000)	chr10	9750000	47	0.083525
(16683,16720)(9781052,9809773)(9710000,9810000)	chr10	9760000	39	0.054050
(16683,16722)(9781052,9819974)(9720000,9820000)	chr10	9770000	41	0.055026
(16683,16726)(9781052,9821402)(9730000,9830000)	chr10	9780000	45	0.053975
(16683,16729)(9781052,9839614)(9740000,9840000)	chr10	9790000	48	0.056347
(16683,16739)(9781052,9842606)(9750000,9850000)	chr10	9800000	58	0.061179
(16683,16739)(9781052,9842606)(9760000,9860000)	chr10	9810000	58	0.061179
(16683,16739)(9781052,9842606)(9770000,9870000)	chr10	9820000	58	0.061179
(16683,16748)(9781052,9876762)(9780000,9880000)	chr10	9830000	67	0.069236
(16688,16758)(9795216,9881479)(9790000,9890000)	chr10	9840000	72	0.077729
(16707,16758)(9808497,9881479)(9800000,9900000)	chr10	9850000	53	0.084824
(16721,16775)(9819776,9908166)(9810000,9910000)	chr10	9860000	56	0.111901
(16723,16812)(9820179,9919973)(9820000,9920000)	chr10	9870000	91	0.134658
(16727,16820)(9835171,9922148)(9830000,9930000)	chr10	9880000	95	0.133565
(16730,16826)(9840009,9933146)(9840000,9940000)	chr10	9890000	98	0.131101
(16740,16829)(9873401,9946379)(9850000,9950000)	chr10	9900000	91	0.134720
(16740,16829)(9873401,9946379)(9860000,9960000)	chr10	9910000	91	0.134720
(16740,16835)(9873401,9969977)(9870000,9970000)	chr10	9920000	97	0.128860
(16749,16871)(9880387,9975210)(9880000,9980000)	chr10	9930000	124	0.105263
(16759,16880)(9906498,9989395)(9890000,9990000)	chr10	9940000	123	0.102083
(16759,16883)(9906498,9996888)(9900000,10000000)	chr10	9950000	126	0.100820
(16776,16884)(9910316,10001261)(9910000,10010000)	chr10	9960000	110	0.093285
(16813,16886)(9920053,10016094)(9920000,10020000)	chr10	9970000	75	0.052509
(16821,16886)(9932381,10016094)(9930000,10030000)	chr10	9980000	67	0.050415
(16827,16900)(9946206,10039987)(9940000,10040000)	chr10	9990000	75	0.052852
(16830,16930)(9966467,10049370)(9950000,10050000)	chr10	10000000	102	0.056136
(16830,16994)(9966467,10059641)(9960000,10060000)	chr10	10010000	166	0.063058
(16836,17055)(9970063,10069818)(9970000,10070000)	chr10	10020000	221	0.060989
(16872,17148)(9982705,10079982)(9980000,10080000)	chr10	10030000	278	0.069283
(16881,17212)(9990349,10089942)(9990000,10090000)	chr10	10040000	333	0.069808
(16884,17296)(10001261,10099573)(10000000,10100000)	chr10	10050000	414	0.068402
(16885,17330)(10013550,10108675)(10010000,10110000)	chr10	10060000	447	0.066702
(16887,17334)(10037395,10117333)(10020000,10120000)	chr10	10070000	449	0.066692
(16887,17351)(10037395,10129293)(10030000,10130000)	chr10	10080000	466	0.066513
(16901,17355)(10040891,10131769)(10040000,10140000)	chr10	10090000	456	0.066264
(16931,17355)(10051334,10131769)(10050000,10150000)	chr10	10100000	426	0.066252
(16995,17355)(10060306,10131769)(10060000,10160000)	chr10	10110000	362	0.064844
(17056,17355)(10070044,10131769)(10070000,10170000)	chr10	10120000	301	0.067390
(17149,17355)(10080246,10131769)(10080000,10180000)	chr10	10130000	208	0.061910
(17213,17355)(10090126,10131769)(10090000,10190000)	chr10	10140000	144	0.056793
(17297,17379)(10100121,10199746)(10100000,10200000)	chr10	10150000	84	0.073233
(17331,17403)(10110258,10209761)(10110000,10210000)	chr10	10160000	74	0.083757
(17335,17438)(10123184,10219689)(10120000,10220000)	chr10	10170000	105	0.076203
(17352,17465)(10130439,10227565)(10130000,10230000)	chr10	10180000	115	0.078778
(17356,17484)(10195366,10239826)(10140000,10240000)	chr10	10190000	130	0.077084
(17356,17496)(10195366,10244371)(10150000,10250000)	chr10	10200000	142	0.074647
(17356,17497)(10195366,10258766)(10160000,10260000)	chr10	10210000	143	0.074461
(17356,17509)(10195366,10267244)(10170000,10270000)	chr10	10220000	155	0.072484
(17356,17520)(10195366,10279990)(10180000,10280000)	chr10	10230000	166	0.072524
(17356,17531)(10195366,10289864)(10190000,10290000)	chr10	10240000	177	0.075988
(17380,17548)(10200386,10299876)(10200000,10300000)	chr10	10250000	170	0.079018
(17404,17564)(10210132,10309300)(10210000,10310000)	chr10	10260000	162	0.087939
(17439,17570)(10220164,10318158)(10220000,10320000)	chr10	10270000	133	0.097539
(17466,17587)(10230778,10329653)(10230000,10330000)	chr10	10280000	123	0.103629
(17485,17591)(10240799,10338012)(10240000,10340000)	chr10	10290000	108	0.110505
(17497,17600)(10258766,10347022)(10250000,10350000)	chr10	10300000	105	0.113477
(17498,17612)(10263155,10358498)(10260000,10360000)	chr10	10310000	116	0.107316
(17510,17623)(10270793,10369675)(10270000,10370000)	chr10	10320000	115	0.109196
(17521,17642)(10283827,10379755)(10280000,10380000)	chr10	10330000	123	0.105856
(17532,17653)(10290335,10389107)(10290000,10390000)	chr10	10340000	123	0.103116
(17549,17672)(10300224,10399782)(10300000,10400000)	chr10	10350000	125	0.087426
(17565,17693)(10313629,10409929)(10310000,10410000)	chr10	10360000	130	0.071618
(17571,17737)(10320231,10417930)(10320000,10420000)	chr10	10370000	168	0.067601
(17588,17737)(10331856,10417930)(10330000,10430000)	chr10	10380000	151	0.062849
(17592,17738)(10340205,10436180)(10340000,10440000)	chr10	10390000	148	0.062508
(17601,17752)(10352131,10449941)(10350000,10450000)	chr10	10400000	153	0.064453
(17613,17785)(10364629,10459713)(10360000,10460000)	chr10	10410000	174	0.064097
(17624,17810)(10372332,10469386)(10370000,10470000)	chr10	10420000	188	0.063063
(17643,17821)(10380236,10472874)(10380000,10480000)	chr10	10430000	180	0.061690
(17654,17836)(10392645,10489108)(10390000,10490000)	chr10	10440000	184	0.061797
(17673,17836)(10400288,10489108)(10400000,10500000)	chr10	10450000	165	0.059731
(17694,17845)(10410494,10509549)(10410000,10510000)	chr10	10460000	153	0.062102
(17738,17880)(10436180,10517909)(10420000,10520000)	chr10	10470000	144	0.067854
(17738,17880)(10436180,10517909)(10430000,10530000)	chr10	10480000	144	0.067854
(17739,17894)(10441132,10537312)(10440000,10540000)	chr10	10490000	157	0.069775
(17753,17902)(10451192,10547185)(10450000,10550000)	chr10	10500000	151	0.068932
(17786,17902)(10460018,10547185)(10460000,10560000)	chr10	10510000	118	0.073175
(17811,17902)(10470190,10547185)(10470000,10570000)	chr10	10520000	93	0.079042
(17822,17902)(10485119,10547185)(10480000,10580000)	chr10	10530000	82	0.082821
(17837,17902)(10502638,10547185)(10490000,10590000)	chr10	10540000	67	0.080596
(17837,17902)(10502638,10547185)(10500000,10600000)	chr10	10550000	67	0.080596
(17846,17902)(10511173,10547185)(10510000,10610000)	chr10	10560000	58	0.083912
(17881,17906)(10532794,10619941)(10520000,10620000)	chr10	10570000	27	0.074920
(17881,17918)(10532794,10629998)(10530000,10630000)	chr10	10580000	39	0.091574
(17895,17943)(10543433,10639880)(10540000,10640000)	chr10	10590000	50	0.072405
(17903,17970)(10619852,10649917)(10550000,10650000)	chr10	10600000	69	0.070688
(17903,17989)(10619852,10659721)(10560000,10660000)	chr10	10610000	88	0.076352
(17903,18011)(10619852,10669352)(10570000,10670000)	chr10	10620000	110	0.071642
(17903,18055)(10619852,10679884)(10580000,10680000)	chr10	10630000	154	0.070629
(17903,18114)(10619852,10689115)(10590000,10690000)	chr10	10640000	213	0.075544
(17903,18135)(10619852,10699989)(10600000,10700000)	chr10	10650000	234	0.075082
(17903,18152)(10619852,10709443)(10610000,10710000)	chr10	10660000	251	0.077994
(17907,18206)(10620090,10719602)(10620000,10720000)	chr10	10670000	301	0.073851
(17919,18234)(10630124,10729377)(10630000,10730000)	chr10	10680000	317	0.069901
(17944,18287)(10640064,10739510)(10640000,10740000)	chr10	10690000	345	0.072621
(17971,18353)(10650667,10749401)(10650000,10750000)	chr10	10700000	384	0.070055
(17990,18413)(10660643,10759638)(10660000,10760000)	chr10	10710000	425	0.066131
(18012,18422)(10670770,10764428)(10670000,10770000)	chr10	10720000	412	0.066800
(18056,18427)(10680202,10779381)(10680000,10780000)	chr10	10730000	373	0.065947
(18115,18429)(10690681,10784299)(10690000,10790000)	chr10	10740000	316	0.061495
(18136,18436)(10702102,10799295)(10700000,10800000)	chr10	10750000	302	0.060103
(18153,18440)(10710734,10807917)(10710000,10810000)	chr10	10760000	289	0.056302
(18207,18447)(10720465,10819532)(10720000,10820000)	chr10	10770000	242	0.056012
(18235,18447)(10730259,10819532)(10730000,10830000)	chr10	10780000	214	0.056339
(18288,18473)(10740251,10839688)(10740000,10840000)	chr10	10790000	187	0.047043
(18354,18476)(10750842,10849826)(10750000,10850000)	chr10	10800000	124	0.044533
(18414,18488)(10760153,10858931)(10760000,10860000)	chr10	10810000	76	0.039081
(18423,18490)(10776413,10864942)(10770000,10870000)	chr10	10820000	69	0.035927
(18428,18498)(10780886,10879462)(10780000,10880000)	chr10	10830000	72	0.038246
(18430,18500)(10794769,10884573)(10790000,10890000)	chr10	10840000	72	0.038171
(18437,18504)(10800990,10899367)(10800000,10900000)	chr10	10850000	69	0.040796
(18441,18509)(10814388,10907482)(10810000,10910000)	chr10	10860000	70	0.042090
(18448,18516)(10830322,10916032)(10820000,10920000)	chr10	10870000	70	0.042655
(18448,18520)(10830322,10928377)(10830000,10930000)	chr10	10880000	74	0.040890
(18474,18520)(10840795,10928377)(10840000,10940000)	chr10	10890000	48	0.043211
(18477,18522)(10853703,10949199)(10850000,10950000)	chr10	10900000	47	0.039535
(18489,18522)(10864152,10949199)(10860000,10960000)	chr10	10910000	35	0.039438
(18491,18522)(10870358,10949199)(10870000,10970000)	chr10	10920000	33	0.038672
(18499,18523)(10883492,10979380)(10880000,10980000)	chr10	10930000	26	0.035340
(18501,18524)(10893411,10984061)(10890000,10990000)	chr10	10940000	25	0.035120
(18505,18529)(10901199,10997230)(10900000,11000000)	chr10	10950000	26	0.029217
(18510,18534)(10911030,11006001)(10910000,11010000)	chr10	10960000	26	0.027399
(18517,18544)(10924077,11019265)(10920000,11020000)	chr10	10970000	29	0.034224
(18521,18548)(10941243,11027503)(10930000,11030000)	chr10	10980000	29	0.035249
(18521,18553)(10941243,11037820)(10940000,11040000)	chr10	10990000	34	0.038669
(18523,18561)(10979380,11049530)(10950000,11050000)	chr10	11000000	40	0.044420
(18523,18567)(10979380,11057566)(10960000,11060000)	chr10	11010000	46	0.044979
(18523,18568)(10979380,11069018)(10970000,11070000)	chr10	11020000	47	0.044176
(18524,18572)(10984061,11078026)(10980000,11080000)	chr10	11030000	50	0.042785
(18525,18591)(10994283,11089979)(10990000,11090000)	chr10	11040000	68	0.040359
(18530,18598)(11000422,11097445)(11000000,11100000)	chr10	11050000	70	0.040398
(18535,18615)(11012207,11108944)(11010000,11110000)	chr10	11060000	82	0.038871
(18545,18618)(11025685,11117936)(11020000,11120000)	chr10	11070000	75	0.037909
(18549,18633)(11030255,11129704)(11030000,11130000)	chr10	11080000	86	0.038355
(18554,18638)(11040409,11139444)(11040000,11140000)	chr10	11090000	86	0.037503
(18562,18642)(11053745,11145014)(11050000,11150000)	chr10	11100000	82	0.034414
(18568,18644)(11069018,11159257)(11060000,11160000)	chr10	11110000	78	0.034137
(18569,18644)(11071024,11159257)(11070000,11170000)	chr10	11120000	77	0.034448
(18573,18649)(11080242,11174221)(11080000,11180000)	chr10	11130000	78	0.037327
(18592,18653)(11090821,11182937)(11090000,11190000)	chr10	11140000	63	0.037634
(18599,18654)(11100707,11195076)(11100000,11200000)	chr10	11150000	57	0.037671
(18616,18657)(11115384,11204119)(11110000,11210000)	chr10	11160000	43	0.040187
(18619,18658)(11125208,11212432)(11120000,11220000)	chr10	11170000	41	0.043549
(18634,18662)(11130407,11224336)(11130000,11230000)	chr10	11180000	30	0.048853
(18639,18662)(11140527,11224336)(11140000,11240000)	chr10	11190000	25	0.050287
(18643,18691)(11156960,11249496)(11150000,11250000)	chr10	11200000	50	0.085272
(18645,18728)(11172957,11258109)(11160000,11260000)	chr10	11210000	85	0.076813
(18645,18778)(11172957,11269756)(11170000,11270000)	chr10	11220000	135	0.071891
(18650,18825)(11182027,11279940)(11180000,11280000)	chr10	11230000	177	0.075715
(18654,18839)(11195076,11288498)(11190000,11290000)	chr10	11240000	187	0.075218
(18655,18862)(11203842,11299210)(11200000,11300000)	chr10	11250000	209	0.075856
(18658,18884)(11212432,11309808)(11210000,11310000)	chr10	11260000	228	0.075239
(18659,18894)(11223920,11319403)(11220000,11320000)	chr10	11270000	237	0.074173
(18663,18901)(11240549,11329551)(11230000,11330000)	chr10	11280000	240	0.075582
(18663,18902)(11240549,11331015)(11240000,11340000)	chr10	11290000	241	0.076099
(18692,18904)(11250037,11346471)(11250000,11350000)	chr10	11300000	214	0.071849
(18729,18904)(11261015,11346471)(11260000,11360000)	chr10	11310000	177	0.073304
(18779,18904)(11270116,11346471)(11270000,11370000)	chr10	11320000	127	0.077097
(18826,18904)(11280173,11346471)(11280000,11380000)	chr10	11330000	80	0.071787
(18840,18904)(11290138,11346471)(11290000,11390000)	chr10	11340000	66	0.075566
(18863,18904)(11300596,11346471)(11300000,11400000)	chr10	11350000	43	0.074051
(18885,18908)(11311405,11409555)(11310000,11410000)	chr10	11360000	25	0.080385
(18895,18922)(11320565,11418399)(11320000,11420000)	chr10	11370000	29	0.080849
(18902,18926)(11331015,11427105)(11330000,11430000)	chr10	11380000	26	0.069116
