region	chr	midPos	Nsites
(115483,115705)(23580184,23679382)(23580000,23680000)	chr1	23630000	224	0.181450
(115547,115721)(23590529,23689811)(23590000,23690000)	chr1	23640000	176	0.175639
(115571,115765)(23602410,23699648)(23600000,23700000)	chr1	23650000	196	0.250954
(115588,115790)(23610384,23709109)(23610000,23710000)	chr1	23660000	204	0.259334
(115608,115849)(23620017,23719857)(23620000,23720000)	chr1	23670000	243	0.218021
(115648,115871)(23631679,23729958)(23630000,23730000)	chr1	23680000	225	0.224833
(115666,115910)(23640377,23739838)(23640000,23740000)	chr1	23690000	246	0.209780
(115679,115935)(23653202,23746426)(23650000,23750000)	chr1	23700000	258	0.200360
(115691,115967)(23663893,23758918)(23660000,23760000)	chr1	23710000	278	0.198506
(115703,115980)(23670503,23764786)(23670000,23770000)	chr1	23720000	279	0.200746
(115706,116189)(23680738,23779987)(23680000,23780000)	chr1	23730000	485	0.146211
(115722,116223)(23690034,23789832)(23690000,23790000)	chr1	23740000	503	0.138048
(115766,116308)(23700258,23799048)(23700000,23800000)	chr1	23750000	544	0.099204
(115791,116387)(23710105,23809756)(23710000,23810000)	chr1	23760000	598	0.086255
(115850,116387)(23720001,23809756)(23720000,23820000)	chr1	23770000	539	0.084428
(115872,116397)(23730100,23826901)(23730000,23830000)	chr1	23780000	527	0.080356
(115911,116478)(23740127,23839760)(23740000,23840000)	chr1	23790000	569	0.071433
(115936,116538)(23751962,23849991)(23750000,23850000)	chr1	23800000	604	0.072074
(115968,116596)(23760450,23859824)(23760000,23860000)	chr1	23810000	630	0.065264
(115981,116678)(23770088,23869872)(23770000,23870000)	chr1	23820000	699	0.062200
(116190,116779)(23780005,23879982)(23780000,23880000)	chr1	23830000	591	0.069705
(116224,116955)(23790028,23889976)(23790000,23890000)	chr1	23840000	733	0.071059
(116309,117123)(23802558,23899941)(23800000,23900000)	chr1	23850000	816	0.076718
(116388,117285)(23826217,23909942)(23810000,23910000)	chr1	23860000	899	0.074649
(116388,117367)(23826217,23919642)(23820000,23920000)	chr1	23870000	981	0.073637
(116398,117457)(23831741,23929620)(23830000,23930000)	chr1	23880000	1061	0.073546
(116479,117592)(23840010,23939948)(23840000,23940000)	chr1	23890000	1115	0.076770
(116539,117630)(23850235,23949357)(23850000,23950000)	chr1	23900000	1093	0.074819
(116597,117685)(23860165,23959826)(23860000,23960000)	chr1	23910000	1090	0.073280
(116679,117720)(23870075,23969665)(23870000,23970000)	chr1	23920000	1043	0.072324
(116780,117751)(23880055,23979648)(23880000,23980000)	chr1	23930000	973	0.069111
(116956,117767)(23890172,23989176)(23890000,23990000)	chr1	23940000	813	0.067877
(117124,117807)(23900029,23999994)(23900000,24000000)	chr1	23950000	685	0.058667
(117286,117908)(23910093,24009685)(23910000,24010000)	chr1	23960000	624	0.055618
(117368,117926)(23920086,24019924)(23920000,24020000)	chr1	23970000	560	0.054611
(117458,117964)(23930503,24025801)(23930000,24030000)	chr1	23980000	508	0.050186
(117593,117964)(23940051,24025801)(23940000,24040000)	chr1	23990000	373	0.034835
(117631,117970)(23950018,24044651)(23950000,24050000)	chr1	24000000	341	0.036467
(117686,118004)(23960092,24059619)(23960000,24060000)	chr1	24010000	320	0.040083
(117721,118028)(23970012,24068527)(23970000,24070000)	chr1	24020000	309	0.040854
(117752,118059)(23980339,24079442)(23980000,24080000)	chr1	24030000	309	0.041088
(117768,118103)(23992239,24089860)(23990000,24090000)	chr1	24040000	337	0.041822
(117808,118127)(24000390,24099346)(24000000,24100000)	chr1	24050000	321	0.043917
(117909,118143)(24010109,24105685)(24010000,24110000)	chr1	24060000	236	0.043464
(117927,118216)(24020517,24119670)(24020000,24120000)	chr1	24070000	291	0.042018
(117965,118252)(24043895,24129920)(24030000,24130000)	chr1	24080000	289	0.044011
(117965,118284)(24043895,24138073)(24040000,24140000)	chr1	24090000	321	0.041295
(117971,118304)(24052212,24148665)(24050000,24150000)	chr1	24100000	335	0.041778
(118005,118325)(24060001,24159502)(24060000,24160000)	chr1	24110000	322	0.043215
(118029,118402)(24070119,24169810)(24070000,24170000)	chr1	24120000	375	0.052103
(118060,118410)(24080711,24171359)(24080000,24180000)	chr1	24130000	352	0.052580
(118104,118422)(24090823,24189967)(24090000,24190000)	chr1	24140000	320	0.052384
(118128,118429)(24100203,24191304)(24100000,24200000)	chr1	24150000	303	0.051666
(118144,118438)(24110132,24209868)(24110000,24210000)	chr1	24160000	296	0.051819
(118217,118476)(24122675,24215221)(24120000,24220000)	chr1	24170000	261	0.051364
(118253,118518)(24130675,24225299)(24130000,24230000)	chr1	24180000	267	0.049989
(118285,118525)(24140077,24238406)(24140000,24240000)	chr1	24190000	242	0.053213
(118305,118525)(24150180,24238406)(24150000,24250000)	chr1	24200000	222	0.053500
(118326,118525)(24160152,24238406)(24160000,24260000)	chr1	24210000	201	0.053975
(118403,118525)(24170004,24238406)(24170000,24270000)	chr1	24220000	124	0.039366
(118411,118540)(24188574,24278698)(24180000,24280000)	chr1	24230000	131	0.033356
(118423,118540)(24190087,24278698)(24190000,24290000)	chr1	24240000	119	0.034064
(118430,118557)(24206924,24299492)(24200000,24300000)	chr1	24250000	129	0.032340
(118439,118579)(24210038,24309887)(24210000,24310000)	chr1	24260000	142	0.030241
(118477,118590)(24220191,24315008)(24220000,24320000)	chr1	24270000	115	0.030915
(118519,118590)(24237605,24315008)(24230000,24330000)	chr1	24280000	73	0.022864
(118526,118623)(24272226,24339851)(24240000,24340000)	chr1	24290000	99	0.027840
(118526,118636)(24272226,24342278)(24250000,24350000)	chr1	24300000	112	0.027113
(118526,118653)(24272226,24359933)(24260000,24360000)	chr1	24310000	129	0.028788
(118526,118678)(24272226,24369839)(24270000,24370000)	chr1	24320000	154	0.033023
(118541,118735)(24296701,24379302)(24280000,24380000)	chr1	24330000	196	0.030804
(118541,118811)(24296701,24389973)(24290000,24390000)	chr1	24340000	272	0.030939
(118558,118847)(24301908,24399894)(24300000,24400000)	chr1	24350000	291	0.035246
(118580,118888)(24313186,24407081)(24310000,24410000)	chr1	24360000	310	0.056296
(118591,118921)(24333529,24419776)(24320000,24420000)	chr1	24370000	332	0.063088
(118591,118991)(24333529,24429980)(24330000,24430000)	chr1	24380000	402	0.070484
(118624,119094)(24340135,24439945)(24340000,24440000)	chr1	24390000	472	0.097976
(118637,119155)(24350041,24449557)(24350000,24450000)	chr1	24400000	520	0.107603
(118654,119183)(24366501,24459390)(24360000,24460000)	chr1	24410000	531	0.111059
(118679,119185)(24370156,24469921)(24370000,24470000)	chr1	24420000	508	0.113381
(118736,119189)(24380556,24479986)(24380000,24480000)	chr1	24430000	455	0.121222
(118812,119192)(24390511,24483208)(24390000,24490000)	chr1	24440000	382	0.133680
(118848,119243)(24400257,24499780)(24400000,24500000)	chr1	24450000	397	0.142347
(118889,119250)(24410856,24509606)(24410000,24510000)	chr1	24460000	363	0.142029
(118922,119255)(24420166,24519998)(24420000,24520000)	chr1	24470000	335	0.145465
(118992,119299)(24430423,24529923)(24430000,24530000)	chr1	24480000	309	0.149074
(119095,119337)(24440027,24535804)(24440000,24540000)	chr1	24490000	244	0.136387
(119156,119354)(24450184,24549739)(24450000,24550000)	chr1	24500000	200	0.129627
(119184,119381)(24461032,24559933)(24460000,24560000)	chr1	24510000	199	0.121645
(119186,119389)(24470106,24562144)(24470000,24570000)	chr1	24520000	205	0.119714
(119190,119398)(24482983,24579992)(24480000,24580000)	chr1	24530000	210	0.120561
(119193,119497)(24493762,24589931)(24490000,24590000)	chr1	24540000	306	0.117967
(119244,119534)(24500156,24599629)(24500000,24600000)	chr1	24550000	292	0.107587
(119251,119574)(24516429,24609928)(24510000,24610000)	chr1	24560000	325	0.106534
(119256,119648)(24520015,24619539)(24520000,24620000)	chr1	24570000	394	0.098042
(119300,119681)(24530055,24628721)(24530000,24630000)	chr1	24580000	383	0.097276
(119338,119784)(24541912,24639894)(24540000,24640000)	chr1	24590000	448	0.107864
(119355,119849)(24550010,24649824)(24550000,24650000)	chr1	24600000	496	0.110760
(119382,119993)(24560093,24659871)(24560000,24660000)	chr1	24610000	613	0.127436
(119390,120073)(24571158,24669962)(24570000,24670000)	chr1	24620000	685	0.132889
(119399,120154)(24580167,24679964)(24580000,24680000)	chr1	24630000	757	0.128036
(119498,120259)(24590000,24689335)(24590000,24690000)	chr1	24640000	763	0.132422
(119535,120332)(24600864,24699629)(24600000,24700000)	chr1	24650000	799	0.128489
(119575,120343)(24610050,24709564)(24610000,24710000)	chr1	24660000	770	0.129119
(119649,120351)(24621284,24719122)(24620000,24720000)	chr1	24670000	704	0.135090
(119682,120352)(24631057,24720308)(24630000,24730000)	chr1	24680000	672	0.136316
(119785,120360)(24640020,24739335)(24640000,24740000)	chr1	24690000	577	0.134296
(119850,120368)(24650099,24748702)(24650000,24750000)	chr1	24700000	520	0.134370
(119994,120380)(24660069,24757901)(24660000,24760000)	chr1	24710000	388	0.124628
(120074,120390)(24670031,24769726)(24670000,24770000)	chr1	24720000	318	0.113636
(120155,120401)(24680047,24777240)(24680000,24780000)	chr1	24730000	248	0.121821
(120260,120401)(24691198,24777240)(24690000,24790000)	chr1	24740000	143	0.101308
(120333,120416)(24700193,24799990)(24700000,24800000)	chr1	24750000	85	0.133162
(120344,120561)(24710428,24809966)(24710000,24810000)	chr1	24760000	219	0.094646
(120352,120755)(24720308,24819905)(24720000,24820000)	chr1	24770000	405	0.076674
(120353,120932)(24731267,24829992)(24730000,24830000)	chr1	24780000	581	0.069628
(120361,121079)(24741408,24839985)(24740000,24840000)	chr1	24790000	720	0.069496
(120369,121116)(24752855,24848926)(24750000,24850000)	chr1	24800000	749	0.073354
(120381,121126)(24760945,24856551)(24760000,24860000)	chr1	24810000	747	0.069449
(120391,121135)(24770392,24868638)(24770000,24870000)	chr1	24820000	746	0.069358
(120402,121140)(24791263,24873520)(24780000,24880000)	chr1	24830000	740	0.068888
(120402,121140)(24791263,24873520)(24790000,24890000)	chr1	24840000	740	0.068888
(120417,121140)(24800084,24873520)(24800000,24900000)	chr1	24850000	725	0.067607
(120562,121141)(24810022,24909874)(24810000,24910000)	chr1	24860000	581	0.067817
(120756,121149)(24820048,24917897)(24820000,24920000)	chr1	24870000	395	0.073938
(120933,121149)(24830107,24917897)(24830000,24930000)	chr1	24880000	218	0.089589
(121080,121149)(24840049,24917897)(24840000,24940000)	chr1	24890000	71	0.123371
(121117,121149)(24850115,24917897)(24850000,24950000)	chr1	24900000	34	0.089191
(121127,121154)(24866537,24959255)(24860000,24960000)	chr1	24910000	29	0.093763
(121136,121161)(24871567,24965127)(24870000,24970000)	chr1	24920000	27	0.075547
(121141,121169)(24909874,24976614)(24880000,24980000)	chr1	24930000	30	0.079947
(121141,121180)(24909874,24983041)(24890000,24990000)	chr1	24940000	41	0.077580
(121141,121180)(24909874,24983041)(24900000,25000000)	chr1	24950000	41	0.077580
(121142,121183)(24911295,25006049)(24910000,25010000)	chr1	24960000	43	0.082476
(121150,121183)(24958322,25006049)(24920000,25020000)	chr1	24970000	35	0.082067
(121150,121183)(24958322,25006049)(24930000,25030000)	chr1	24980000	35	0.082067
(121150,121230)(24958322,25039188)(24940000,25040000)	chr1	24990000	82	0.108946
(121150,121323)(24958322,25046162)(24950000,25050000)	chr1	25000000	175	0.082021
(121155,121323)(24963833,25046162)(24960000,25060000)	chr1	25010000	170	0.081392
(121162,121323)(24975612,25046162)(24970000,25070000)	chr1	25020000	163	0.082522
(121170,121324)(24981141,25076394)(24980000,25080000)	chr1	25030000	156	0.081931
(121181,121324)(25005941,25076394)(24990000,25090000)	chr1	25040000	145	0.082798
(121181,121353)(25005941,25097429)(25000000,25100000)	chr1	25050000	174	0.081157
(121184,121356)(25035184,25104173)(25010000,25110000)	chr1	25060000	174	0.079598
(121184,121373)(25035184,25112662)(25020000,25120000)	chr1	25070000	191	0.077598
(121184,121408)(25035184,25129289)(25030000,25130000)	chr1	25080000	226	0.076179
(121231,121424)(25040393,25133179)(25040000,25140000)	chr1	25090000	195	0.063908
(121324,121428)(25076394,25147958)(25050000,25150000)	chr1	25100000	106	0.069804
(121324,121428)(25076394,25147958)(25060000,25160000)	chr1	25110000	106	0.069804
(121324,121428)(25076394,25147958)(25070000,25170000)	chr1	25120000	106	0.069804
(121325,121431)(25091583,25179282)(25080000,25180000)	chr1	25130000	108	0.070654
(121325,121434)(25091583,25184219)(25090000,25190000)	chr1	25140000	111	0.073001
(121354,121435)(25104021,25197976)(25100000,25200000)	chr1	25150000	83	0.072778
(121357,121516)(25111406,25209873)(25110000,25210000)	chr1	25160000	161	0.085745
(121374,121526)(25121919,25219608)(25120000,25220000)	chr1	25170000	154	0.086568
(121409,121533)(25130045,25226042)(25130000,25230000)	chr1	25180000	126	0.092355
(121425,121533)(25141095,25226042)(25140000,25240000)	chr1	25190000	110	0.093458
(121429,121533)(25177581,25226042)(25150000,25250000)	chr1	25200000	106	0.094519
(121429,121533)(25177581,25226042)(25160000,25260000)	chr1	25210000	106	0.094519
(121429,121543)(25177581,25264987)(25170000,25270000)	chr1	25220000	116	0.091285
(121432,121543)(25182888,25264987)(25180000,25280000)	chr1	25230000	113	0.091524
(121435,121543)(25197976,25264987)(25190000,25290000)	chr1	25240000	110	0.089676
(121436,121543)(25200036,25264987)(25200000,25300000)	chr1	25250000	109	0.089891
(121517,121598)(25210071,25309383)(25210000,25310000)	chr1	25260000	83	0.059556
(121527,121629)(25220648,25319940)(25220000,25320000)	chr1	25270000	104	0.063458
(121534,121663)(25263722,25324056)(25230000,25330000)	chr1	25280000	131	0.084289
(121534,121671)(25263722,25335521)(25240000,25340000)	chr1	25290000	139	0.084248
(121534,121731)(25263722,25347522)(25250000,25350000)	chr1	25300000	199	0.073250
(121534,121741)(25263722,25359482)(25260000,25360000)	chr1	25310000	209	0.071917
(121544,121778)(25302473,25367065)(25270000,25370000)	chr1	25320000	236	0.070551
(121544,121784)(25302473,25374385)(25280000,25380000)	chr1	25330000	242	0.069885
(121544,121784)(25302473,25374385)(25290000,25390000)	chr1	25340000	242	0.069885
(121544,121784)(25302473,25374385)(25300000,25400000)	chr1	25350000	242	0.069885
(121599,121787)(25310325,25404844)(25310000,25410000)	chr1	25360000	190	0.073896
(121630,121787)(25320191,25404844)(25320000,25420000)	chr1	25370000	159	0.074623
(121664,121787)(25334041,25404844)(25330000,25430000)	chr1	25380000	125	0.054770
(121672,121787)(25341952,25404844)(25340000,25440000)	chr1	25390000	117	0.052544
(121732,121787)(25352353,25404844)(25350000,25450000)	chr1	25400000	57	0.057413
(121742,121796)(25361043,25459877)(25360000,25460000)	chr1	25410000	56	0.061674
(121779,121836)(25370321,25465850)(25370000,25470000)	chr1	25420000	59	0.066478
(121785,121836)(25403975,25465850)(25380000,25480000)	chr1	25430000	53	0.069064
(121785,121840)(25403975,25488861)(25390000,25490000)	chr1	25440000	57	0.068044
(121785,121841)(25403975,25498247)(25400000,25500000)	chr1	25450000	58	0.068845
(121788,121844)(25458749,25505906)(25410000,25510000)	chr1	25460000	58	0.067236
(121788,121846)(25458749,25512787)(25420000,25520000)	chr1	25470000	60	0.067778
(121788,121852)(25458749,25525701)(25430000,25530000)	chr1	25480000	66	0.068387
(121788,121852)(25458749,25525701)(25440000,25540000)	chr1	25490000	66	0.068387
(121788,121858)(25458749,25549153)(25450000,25550000)	chr1	25500000	72	0.068323
(121797,121858)(25460009,25549153)(25460000,25560000)	chr1	25510000	63	0.067913
(121837,121858)(25488553,25549153)(25470000,25570000)	chr1	25520000	23	0.067201
(121837,121865)(25488553,25570611)(25480000,25580000)	chr1	25530000	30	0.056427
(121841,121865)(25498247,25570611)(25490000,25590000)	chr1	25540000	26	0.056552
(121842,121866)(25505765,25592209)(25500000,25600000)	chr1	25550000	26	0.053394
(121845,121866)(25512074,25592209)(25510000,25610000)	chr1	25560000	23	0.055307
(121847,121884)(25524972,25619888)(25520000,25620000)	chr1	25570000	39	0.112127
(121853,121895)(25546630,25629684)(25530000,25630000)	chr1	25580000	44	0.144975
(121853,121905)(25546630,25639652)(25540000,25640000)	chr1	25590000	54	0.216459
(121859,121912)(25570247,25647192)(25550000,25650000)	chr1	25600000	55	0.243607
(121859,121914)(25570247,25650576)(25560000,25660000)	chr1	25610000	57	0.264364
(121859,121919)(25570247,25669580)(25570000,25670000)	chr1	25620000	62	0.252369
(121866,121922)(25592209,25674549)(25580000,25680000)	chr1	25630000	58	0.273350
(121866,121925)(25592209,25688417)(25590000,25690000)	chr1	25640000	61	0.271036
(121867,121931)(25611575,25696751)(25600000,25700000)	chr1	25650000	66	0.285000
(121867,121934)(25611575,25701169)(25610000,25710000)	chr1	25660000	69	0.279050
(121885,121951)(25620043,25719934)(25620000,25720000)	chr1	25670000	68	0.296129
(121896,121955)(25630127,25724652)(25630000,25730000)	chr1	25680000	61	0.319094
(121906,121989)(25640320,25739988)(25640000,25740000)	chr1	25690000	85	0.208003
(121913,122009)(25650456,25748085)(25650000,25750000)	chr1	25700000	98	0.216086
(121915,122021)(25662059,25759302)(25660000,25760000)	chr1	25710000	108	0.207766
(121920,122021)(25670179,25759302)(25670000,25770000)	chr1	25720000	103	0.212914
(121923,122031)(25684194,25778809)(25680000,25780000)	chr1	25730000	110	0.200775
(121926,122040)(25692929,25788000)(25690000,25790000)	chr1	25740000	116	0.221211
(121932,122046)(25700756,25795201)(25700000,25800000)	chr1	25750000	116	0.203227
(121935,122054)(25713489,25809545)(25710000,25810000)	chr1	25760000	121	0.198993
(121952,122060)(25723244,25819921)(25720000,25820000)	chr1	25770000	110	0.186982
(121956,122063)(25732710,25822890)(25730000,25830000)	chr1	25780000	109	0.177137
(121990,122077)(25740104,25837942)(25740000,25840000)	chr1	25790000	89	0.212098
(122010,122081)(25750683,25847628)(25750000,25850000)	chr1	25800000	73	0.197802
(122022,122081)(25771065,25847628)(25760000,25860000)	chr1	25810000	61	0.187043
(122022,122098)(25771065,25868618)(25770000,25870000)	chr1	25820000	78	0.231730
(122032,122103)(25780059,25879947)(25780000,25880000)	chr1	25830000	73	0.246530
(122041,122103)(25791828,25879947)(25790000,25890000)	chr1	25840000	64	0.217850
(122047,122113)(25804646,25898970)(25800000,25900000)	chr1	25850000	68	0.223670
(122055,122115)(25810272,25904486)(25810000,25910000)	chr1	25860000	62	0.236023
(122061,122115)(25820500,25904486)(25820000,25920000)	chr1	25870000	56	0.244617
(122064,122137)(25835536,25929880)(25830000,25930000)	chr1	25880000	75	0.190595
(122078,122149)(25840147,25933584)(25840000,25940000)	chr1	25890000	73	0.176588
(122082,122150)(25860214,25942982)(25850000,25950000)	chr1	25900000	70	0.166350
(122082,122163)(25860214,25950943)(25860000,25960000)	chr1	25910000	83	0.157168
(122099,122165)(25870098,25965245)(25870000,25970000)	chr1	25920000	68	0.092212
(122104,122167)(25892499,25971104)(25880000,25980000)	chr1	25930000	65	0.089242
(122104,122167)(25892499,25971104)(25890000,25990000)	chr1	25940000	65	0.089242
(122114,122175)(25900160,25999957)(25900000,26000000)	chr1	25950000	63	0.069894
(122116,122176)(25925962,26000007)(25910000,26010000)	chr1	25960000	62	0.068716
(122116,122183)(25925962,26017502)(25920000,26020000)	chr1	25970000	69	0.063761
(122138,122189)(25930057,26023479)(25930000,26030000)	chr1	25980000	53	0.080590
(122150,122189)(25942982,26023479)(25940000,26040000)	chr1	25990000	41	0.082018
(122151,122197)(25950505,26047261)(25950000,26050000)	chr1	26000000	48	0.081031
(122164,122214)(25963239,26057966)(25960000,26060000)	chr1	26010000	52	0.113652
(122166,122216)(25970816,26064593)(25970000,26070000)	chr1	26020000	52	0.113133
(122168,122216)(25998033,26064593)(25980000,26080000)	chr1	26030000	50	0.113221
(122168,122216)(25998033,26064593)(25990000,26090000)	chr1	26040000	50	0.113221
(122176,122217)(26000007,26091977)(26000000,26100000)	chr1	26050000	43	0.124111
(122177,122220)(26017223,26109590)(26010000,26110000)	chr1	26060000	45	0.117932
(122184,122220)(26023195,26109590)(26020000,26120000)	chr1	26070000	38	0.135089
(122190,122220)(26046756,26109590)(26030000,26130000)	chr1	26080000	32	0.140227
(122190,122220)(26046756,26109590)(26040000,26140000)	chr1	26090000	32	0.140227
(122198,122221)(26057055,26145582)(26050000,26150000)	chr1	26100000	25	0.154575
(122215,122238)(26064404,26159995)(26060000,26160000)	chr1	26110000	25	0.301136
(122217,122261)(26091977,26161694)(26070000,26170000)	chr1	26120000	46	0.309266
(122217,122261)(26091977,26161694)(26080000,26180000)	chr1	26130000	46	0.309266
(122217,122261)(26091977,26161694)(26090000,26190000)	chr1	26140000	46	0.309266
(122218,122261)(26105259,26161694)(26100000,26200000)	chr1	26150000	45	0.313926
(122221,122261)(26145582,26161694)(26110000,26210000)	chr1	26160000	42	0.330267
(122221,122261)(26145582,26161694)(26120000,26220000)	chr1	26170000	42	0.330267
(122221,122261)(26145582,26161694)(26130000,26230000)	chr1	26180000	42	0.330267
(122221,122262)(26145582,26235312)(26140000,26240000)	chr1	26190000	43	0.325972
(122222,122262)(26158798,26235312)(26150000,26250000)	chr1	26200000	42	0.330285
(122239,122264)(26160067,26257003)(26160000,26260000)	chr1	26210000	27	0.282382
(122262,122267)(26235312,26269236)(26170000,26270000)	chr1	26220000	7	0.067076
(122262,122276)(26235312,26270706)(26180000,26280000)	chr1	26230000	16	0.085001
(122262,122327)(26235312,26281954)(26190000,26290000)	chr1	26240000	67	0.138348
(122262,122327)(26235312,26281954)(26200000,26300000)	chr1	26250000	67	0.138348
(122262,122327)(26235312,26281954)(26210000,26310000)	chr1	26260000	67	0.138348
(122262,122329)(26235312,26312721)(26220000,26320000)	chr1	26270000	69	0.136091
(122262,122329)(26235312,26312721)(26230000,26330000)	chr1	26280000	69	0.136091
(122263,122329)(26252548,26312721)(26240000,26340000)	chr1	26290000	68	0.137248
(122263,122329)(26252548,26312721)(26250000,26350000)	chr1	26300000	68	0.137248
(122265,122329)(26268964,26312721)(26260000,26360000)	chr1	26310000	66	0.139724
(122268,122329)(26270063,26312721)(26270000,26370000)	chr1	26320000	63	0.141561
(122277,122329)(26280357,26312721)(26280000,26380000)	chr1	26330000	54	0.150092
(122328,122329)(26311604,26312721)(26290000,26390000)	chr1	26340000	3	0.051299
(122328,122329)(26311604,26312721)(26300000,26400000)	chr1	26350000	3	0.051299
(122328,122329)(26311604,26312721)(26310000,26410000)	chr1	26360000	3	0.051299
(122330,122333)(26423438,26423614)(26330000,26430000)	chr1	26380000	5	0.190014
(122330,122333)(26423438,26423614)(26340000,26440000)	chr1	26390000	5	0.190014
(122330,122333)(26423438,26423614)(26350000,26450000)	chr1	26400000	5	0.190014
(122330,122333)(26423438,26423614)(26360000,26460000)	chr1	26410000	5	0.190014
(122330,122333)(26423438,26423614)(26370000,26470000)	chr1	26420000	5	0.190014
(122330,122333)(26423438,26423614)(26380000,26480000)	chr1	26430000	5	0.190014
(122330,122334)(26423438,26482771)(26390000,26490000)	chr1	26440000	6	0.174328
(122330,122339)(26423438,26499964)(26400000,26500000)	chr1	26450000	11	0.155077
(122330,122342)(26423438,26500216)(26410000,26510000)	chr1	26460000	14	0.126461
(122330,122347)(26423438,26511242)(26420000,26520000)	chr1	26470000	19	0.116977
(122334,122348)(26482771,26529380)(26430000,26530000)	chr1	26480000	16	0.094377
(122334,122352)(26482771,26539569)(26440000,26540000)	chr1	26490000	20	0.095792
(122334,122365)(26482771,26548355)(26450000,26550000)	chr1	26500000	33	0.080844
(122334,122365)(26482771,26548355)(26460000,26560000)	chr1	26510000	33	0.080844
(122334,122426)(26482771,26569798)(26470000,26570000)	chr1	26520000	94	0.065918
(122334,122450)(26482771,26574298)(26480000,26580000)	chr1	26530000	118	0.058205
(122335,122452)(26494309,26580918)(26490000,26590000)	chr1	26540000	119	0.058043
(122340,122452)(26500176,26580918)(26500000,26600000)	chr1	26550000	114	0.054130
(122343,122452)(26511117,26580918)(26510000,26610000)	chr1	26560000	111	0.054870
(122348,122463)(26529380,26619600)(26520000,26620000)	chr1	26570000	117	0.051244
(122349,122464)(26539491,26623825)(26530000,26630000)	chr1	26580000	117	0.050856
(122353,122467)(26547562,26637758)(26540000,26640000)	chr1	26590000	116	0.051003
(122366,122483)(26566160,26645103)(26550000,26650000)	chr1	26600000	119	0.055350
(122366,122484)(26566160,26659860)(26560000,26660000)	chr1	26610000	120	0.055342
(122427,122544)(26570118,26669995)(26570000,26670000)	chr1	26620000	119	0.056541
(122451,122646)(26580866,26679518)(26580000,26680000)	chr1	26630000	197	0.059136
(122453,122728)(26619154,26689649)(26590000,26690000)	chr1	26640000	277	0.050738
(122453,122758)(26619154,26699946)(26600000,26700000)	chr1	26650000	307	0.054076
(122453,122788)(26619154,26705018)(26610000,26710000)	chr1	26660000	337	0.056493
(122464,122791)(26623825,26716599)(26620000,26720000)	chr1	26670000	329	0.056963
(122465,122800)(26635811,26725747)(26630000,26730000)	chr1	26680000	337	0.056193
(122468,122811)(26641864,26736620)(26640000,26740000)	chr1	26690000	345	0.054782
(122484,122816)(26659860,26746964)(26650000,26750000)	chr1	26700000	334	0.053078
(122485,122927)(26662843,26758762)(26660000,26760000)	chr1	26710000	444	0.055011
(122545,122939)(26670045,26768837)(26670000,26770000)	chr1	26720000	396	0.055595
(122647,122948)(26680541,26777555)(26680000,26780000)	chr1	26730000	303	0.056774
(122729,122949)(26690075,26781478)(26690000,26790000)	chr1	26740000	222	0.066635
(122759,122950)(26700093,26799210)(26700000,26800000)	chr1	26750000	193	0.063922
(122789,122950)(26716315,26799210)(26710000,26810000)	chr1	26760000	163	0.060666
(122792,122951)(26721462,26819642)(26720000,26820000)	chr1	26770000	161	0.061926
(122801,122954)(26735838,26822883)(26730000,26830000)	chr1	26780000	155	0.063443
(122812,122954)(26743846,26822883)(26740000,26840000)	chr1	26790000	144	0.065906
(122817,122958)(26751764,26846423)(26750000,26850000)	chr1	26800000	143	0.068535
(122928,122959)(26761947,26850636)(26760000,26860000)	chr1	26810000	33	0.095577
(122940,122961)(26773240,26864805)(26770000,26870000)	chr1	26820000	23	0.091002
(122949,122961)(26781478,26864805)(26780000,26880000)	chr1	26830000	14	0.090223
(122950,122961)(26799210,26864805)(26790000,26890000)	chr1	26840000	13	0.089108
(122951,122961)(26819642,26864805)(26800000,26900000)	chr1	26850000	12	0.087432
(122951,122961)(26819642,26864805)(26810000,26910000)	chr1	26860000	12	0.087432
(122952,122986)(26822633,26917153)(26820000,26920000)	chr1	26870000	36	0.074054
(122955,122991)(26845979,26927753)(26830000,26930000)	chr1	26880000	38	0.072237
(122955,122991)(26845979,26927753)(26840000,26940000)	chr1	26890000	38	0.072237
(122959,122998)(26850636,26948592)(26850000,26950000)	chr1	26900000	41	0.068866
(122960,123000)(26864764,26952104)(26860000,26960000)	chr1	26910000	42	0.075158
(122962,123005)(26910063,26967757)(26870000,26970000)	chr1	26920000	45	0.079354
(122962,123011)(26910063,26978795)(26880000,26980000)	chr1	26930000	51	0.076799
(122962,123022)(26910063,26988048)(26890000,26990000)	chr1	26940000	62	0.072568
(122962,123047)(26910063,26997320)(26900000,27000000)	chr1	26950000	87	0.062664
(122962,123061)(26910063,27005503)(26910000,27010000)	chr1	26960000	101	0.065369
(122987,123062)(26921163,27018041)(26920000,27020000)	chr1	26970000	77	0.063503
(122992,123063)(26941237,27020091)(26930000,27030000)	chr1	26980000	73	0.064614
(122992,123063)(26941237,27020091)(26940000,27040000)	chr1	26990000	73	0.064614
(122999,123066)(26951996,27045170)(26950000,27050000)	chr1	27000000	69	0.063339
(123001,123077)(26966219,27054924)(26960000,27060000)	chr1	27010000	78	0.068177
(123006,123136)(26970610,27067293)(26970000,27070000)	chr1	27020000	132	0.070067
(123012,123151)(26980048,27079544)(26980000,27080000)	chr1	27030000	141	0.081093
(123023,123153)(26990762,27087137)(26990000,27090000)	chr1	27040000	132	0.083882
